district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Palghar,P99000003915,Golden Eye,Kotak Sons,401407,"('19.697454800000000','72.714149600000000')",On-Going Project,02/28/2019,02/28/2019,,Residential,11000.0,1500.0,2474.76,03/12/2020,,,44.0,17.0,0.0,2.0,0.0,8.0,2.0,20.0,16.0,0.0,0.0,0.0
Palghar,P99000017141,Kotak Royale,Kotak Sons,401404,"('19.693558100000000','72.765518400000020')",New Project,12/01/2020,,06/30/2024,Residential,4234.0,408.77,2667.1,12/10/2023,,,96.0,12.0,0.0,2.0,0.0,12.0,2.0,40.0,2.0,0.0,0.0,0.0
Palghar,P99000004132,OCEAN PEARL,OCEAN DEVELOPERS,401404,"('19.700804000000000','72.765336000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2600.0,436.07,2780.16,07/14/2021,,,58.0,9.0,0.0,1.0,0.0,5.0,2.0,81.0,2.0,0.0,0.0,0.0
Palghar,P99000007481,Nikhil Tower Building No 2,M/S. SAMARTH BUILDERS & LAND DEVELOPERS,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,12/01/2018,06/01/2019,11/30/2021,Residential,1434.91,0.0,2649.43,12/12/2022,,,140.0,42.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000008958,SHUBHAM PARADISE,ARHAM REALTORS,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,06/30/2022,06/30/2023,,Residential,836.05,6.0,4299.77,12/05/2019,,,85.0,60.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000005498,Shree Ganesh Kuteer,Shree Mahalaxmi Ventures,401201,"('19.369526200000000','72.786551800000000')",On-Going Project,09/30/2017,03/31/2018,,Residential,1287.63,0.0,1558.0,10/29/2018,,,34.0,31.0,0.0,1.0,0.0,8.0,1.0,9.0,14.0,0.0,0.0,0.0
Palghar,P99000000160,SAI SAHARA APARTMENT,Sai Sahara Construction Company,401202,"('19.336721585882806','72.806908908413330')",On-Going Project,09/12/2017,12/30/2024,,Residential,2009.54,193.0,1893.41,06/27/2019,,,88.0,38.0,0.0,2.0,0.0,16.0,1.0,18.0,0.0,0.0,0.0,0.0
Palghar,P99000007365,POONAM PALLAZO,POONAM SHANTI DEVELOPERS,401203,"('19.416676100000000','72.798370500000000')",On-Going Project,04/30/2015,12/31/2019,12/30/2021,Residential,1881.76,650.0,6780.75,07/17/2021,,,173.0,173.0,0.0,2.0,0.0,23.0,2.0,0.0,19.0,0.0,0.0,0.0
Palghar,P99000000116,EKTA PARKSVILLE PHASE I,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.471892000000000','72.800427000000000')",On-Going Project,12/31/2019,12/31/2019,03/31/2023,Residential,2842.89,1043.21,26078.7,11/09/2023,4.0,16.0,648.0,633.0,0.0,9.0,0.0,144.0,9.0,0.0,8.0,0.0,0.0,0.0
Palghar,P99000002162,TULIP RESIDENCY,BRRIGHT REALTORS,401404,"('19.702108000000000','72.762526000000000')",On-Going Project,03/31/2018,03/31/2018,12/31/2018,Residential,493.0,0.0,559.77,06/25/2021,,,21.0,19.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000000115,EKTA PARKSVILLE PHASE II,EKTA PARKSVILLE HOMES PVT. LTD.,401103,"('19.472084000000000','72.801115000000000')",On-Going Project,11/30/2019,06/30/2021,12/31/2024,Residential,2321.34,990.74,23198.1,11/09/2023,3.0,31.0,591.0,561.0,0.0,8.0,0.0,128.0,8.0,0.0,8.0,0.0,0.0,0.0
Palghar,P99000000134,BROOKLYN PARK PHASE I,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469840000000000','72.799248000000000')",On-Going Project,05/31/2019,05/31/2019,11/30/2020,Residential,843.31,0.0,7479.76,09/13/2023,4.0,4.0,188.0,186.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000110,BROOKLYN PARK PHASE II,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469335000000000','72.798800000000000')",On-Going Project,10/31/2019,10/31/2019,09/30/2023,Residential,1063.98,0.0,9295.49,11/09/2023,3.0,11.0,272.0,252.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000148,BROOKLYN PARK PHASE III,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469567000000000','72.798332000000000')",On-Going Project,02/28/2020,02/28/2020,04/30/2023,Residential,919.22,785.0,7981.91,11/09/2023,3.0,8.0,195.0,189.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000747,N G SHREE RAM VAN PHASE I,J M G REALTORS PVT LTD,413001,"('19.373482000000000','72.886993000000000')",On-Going Project,12/15/2019,12/15/2019,12/14/2020,Residential,4032.25,705.34,4227.65,06/06/2023,,,70.0,33.0,0.0,2.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000011703,PENINSULA HEIGHTS,PRIESKA REAL ESTATES PVT. LTD.,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,2840.72,5222.65,7010.0,12/14/2019,,,181.0,90.0,0.0,1.0,0.0,15.0,1.0,75.0,1.0,0.0,0.0,0.0
Palghar,P99000000109,EKTA PARKSVILLE PHASE III,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.471750000000000','72.800075000000000')",On-Going Project,06/30/2020,12/30/2020,12/30/2023,Residential,3413.59,2631.78,32264.58,11/09/2023,3.0,81.0,806.0,761.0,0.0,12.0,0.0,192.0,12.0,0.0,10.0,0.0,0.0,0.0
Palghar,P99000000106,Happinest Boisar Phase III,Mahindra Lifespace Developers limited,401501,"('19.770357000000000','72.772056000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,7560.94,719.75,7299.42,12/30/2019,1.0,,160.0,127.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000244,Mahavir Krupa D,Rajesh Construction,401501,"('19.815775500000000','72.725232900000000')",On-Going Project,10/31/2017,12/31/2017,,Residential,926.84,92.6,695.13,10/28/2021,1.0,,18.0,8.0,0.0,1.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0
Palghar,P99000000542,VBHC Greenglade,VBHC MUMBAI VALUE HOMES PRIVATE LIMITED,401404,"('19.729206629704226','72.803305360601830')",On-Going Project,02/29/2020,02/29/2020,02/28/2023,Residential,3667.0,0.0,2254.72,10/13/2023,,,45.0,13.0,0.0,2.0,0.0,8.0,0.0,114.0,0.0,0.0,0.0,0.0
Palghar,P99000000827,VRINDAVAN COMPLEX,PATIL BUILDERS,401102,"('19.604208100000000','72.833823400000000')",On-Going Project,05/31/2019,05/31/2019,11/30/2020,Residential,1509.0,0.0,3875.0,01/04/2022,,,36.0,23.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000417,BROOKLYN PARK PHASE IV,EKTA HOUSING PRIVATE LIMITED,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,07/31/2020,01/31/2021,12/31/2024,Residential,886.61,0.0,8055.73,12/15/2023,,8.0,189.0,118.0,0.0,2.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000012178,DEEP CLASSIC TOWER,SAI SANGAM DEVELOPERS,401209,"('19.405448600000000','72.830869200000000')",On-Going Project,12/31/2019,06/30/2021,12/30/2022,Residential,687.98,829.13,4145.0,02/11/2023,,,142.0,64.0,0.0,1.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000515,VBHC Greendew,VBHC MUMBAI VALUE HOMES PRIVATE LIMITED,401404,"('19.726686899797055','72.799078199194350')",On-Going Project,07/31/2018,07/31/2018,07/31/2019,Residential,3002.1,0.0,3819.75,10/14/2019,,1.0,101.0,41.0,0.0,2.0,0.0,10.0,0.0,254.0,0.0,0.0,0.0,0.0
Palghar,P99000000257,Sunshine Palace,Shantee Housing,401202,"('19.372959500000000','72.822006400000000')",On-Going Project,06/30/2017,03/31/2018,,Residential,1600.0,0.0,1538.59,11/03/2021,,,46.0,22.0,0.0,1.0,0.0,5.0,1.0,17.0,6.0,0.0,0.0,0.0
Palghar,P51900000444,Joyville Virar Phase 1,Joyville Shapoorji Housing Private Limited,401303,"('19.438443800000000','72.793820399999960')",On-Going Project,06/30/2021,06/30/2022,,Residential,2983.68,4660.2,18109.64,10/20/2023,2.0,1.0,308.0,305.0,0.0,2.0,0.0,46.0,2.0,66.0,176.0,0.0,0.0,0.0
Palghar,P51800002045,DIVYARAJ VALUEHOMES - BLDG C & D,DIVYARAJ REAL ESTATE SERVICES LLP,401501,"('19.789574999999999','72.707029000000006')",On-Going Project,03/31/2018,03/31/2018,,Residential,2065.17,498.15,1905.8,12/27/2018,4.0,,96.0,32.0,0.0,2.0,0.0,6.0,0.0,240.0,0.0,0.0,0.0,0.0
Palghar,P99000007111,HIRANI REGENCY,HIRANI LIFESPACES,401501,"('19.798442999999999','72.761496600000001')",On-Going Project,03/31/2018,12/31/2018,10/30/2020,Residential,3000.0,0.0,2216.91,11/24/2023,,,55.0,29.0,0.0,3.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000002974,HEAVEN HILLS,XL REALTORZ,401404,"('19.673043000000000','72.909453999999997')",On-Going Project,10/31/2017,06/30/2018,06/30/2019,Residential,5400.0,540.0,6318.0,06/16/2021,,,144.0,46.0,0.0,3.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0
Palghar,P99000007688,UNITY GARDEN,UNITY LAND DEVELOPERS,401501,"('19.798442999999999','72.761496600000001')",On-Going Project,03/31/2018,03/31/2018,,Residential,8700.0,0.0,1483.86,03/04/2023,,,30.0,22.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000001734,MAJESTIC MEADOWS,SAIRAJ NIRMAAN REALTORS,401102,"('19.617315000000001','72.919161000000003')",On-Going Project,12/31/2022,12/30/2023,,Residential,5444.24,0.0,3756.53,07/10/2023,,,110.0,37.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000001539,VBHC Greenwoods,VBHDC Bangalore Value Homes Private Limited,401404,"('19.728126028959360','72.798590037153640')",On-Going Project,09/30/2017,06/30/2018,06/30/2019,Residential,1189.0,0.0,1960.67,07/28/2021,,3.0,39.0,29.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0
Palghar,P99000000811,New Haven Compact Boisar II Phase I,SMART VALUE HOMES (BOISAR) PRIVATE LIMITED,401404,"('19.769760550899140','72.767531253509560')",On-Going Project,07/10/2018,05/31/2019,11/30/2020,Residential,55778.81,0.0,41156.34,09/20/2021,3.0,1.0,770.0,705.0,0.0,18.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005051,Nakshatra Greens,JSB Buildcon LLP,401208,"('19.359731000000000','72.858622999999994')",On-Going Project,06/30/2017,06/30/2018,06/30/2019,Residential,6315.0,0.0,12181.67,09/27/2021,,1.0,416.0,365.0,0.0,4.0,0.0,60.0,4.0,40.0,76.0,0.0,0.0,0.0
Palghar,P99000001765,SPANISH RESIDENCY,SHANTEE REALTY AND LIFE SPACE,401202,"('19.383583999999999','72.907269999999997')",On-Going Project,12/30/2018,03/31/2019,,Residential,25509.72,0.0,6122.33,04/05/2022,,1.0,167.0,106.0,0.0,18.0,0.0,52.0,17.0,5.0,169.0,0.0,0.0,0.0
Palghar,P99000006263,Avani Residency,AVANI RESIDENCY,401501,"('19.786514000000000','72.803061999999997')",On-Going Project,04/03/2019,12/30/2021,,Residential,1085.73,0.0,1345.46,07/31/2017,,1.0,38.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000013971,FIA EMERALD,NIMISH LAXMICHAND PASAD,401402,"('19.659749900000001','72.733061399999997')",New Project,12/30/2022,,,Residential,519.0,0.0,719.51,08/14/2021,,,23.0,19.0,0.0,1.0,0.0,5.0,1.0,29.0,29.0,0.0,0.0,0.0
Palghar,P99000000895,Gokul Park,Sai Ganesh Realtors,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,04/30/2018,12/31/2018,12/31/2019,Residential,3400.0,335.59,4366.6,12/18/2019,,,76.0,51.0,0.0,5.0,0.0,25.0,5.0,10.0,5.0,0.0,0.0,0.0
Palghar,P99000003053,Sriji Apartment,Pritesh Rajendraprasad Joshi,401404,"('19.701458700000000','72.827915000000004')",New Project,04/28/2019,,,Residential,627.0,0.0,740.31,04/16/2023,,,31.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Palghar,P99000003089,MATOSHRI HEIGHTS,HEMANT SITARAM PATIL,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2017,12/30/2021,03/31/2025,Residential,1700.0,126.33,3550.74,06/22/2023,,,67.0,26.0,0.0,1.0,0.0,8.0,1.0,18.0,4.0,0.0,0.0,0.0
Palghar,P99000000974,VBHC Greenwoods,VBHDC Bangalore Value Homes Private Limited,401404,"('19.727419999999999','72.803034999999994')",On-Going Project,10/31/2017,06/30/2018,06/30/2019,Residential,11280.0,0.0,7386.0,07/23/2021,,1.0,140.0,117.0,0.0,3.0,0.0,15.0,0.0,338.0,0.0,0.0,0.0,0.0
Palghar,P99000003833,AGARWAL SOLITAIRE,AGARWAL BUILDERS,401303,"('19.462695900000000','72.798359000000000')",On-Going Project,12/30/2015,03/31/2019,,Residential,6515.0,1500.0,13551.42,05/18/2022,,1.0,330.0,170.0,0.0,1.0,0.0,13.0,1.0,0.0,85.0,0.0,0.0,0.0
Palghar,P99000002430,Avenue D - Phase III,Venus Developers,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,03/31/2017,06/30/2019,,Residential,3039.82,1125.0,2405.97,08/25/2020,,1.0,51.0,16.0,0.0,1.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0
Palghar,P99000002691,VINAY UNIQUE HEIGHTS,SUV DEVELOPERS,401303,"('19.470458000000001','72.797809000000001')",On-Going Project,05/31/2017,12/31/2019,,Residential,902.01,0.0,3077.57,07/24/2021,,,47.0,37.0,0.0,1.0,0.0,13.0,1.0,0.0,6.0,0.0,0.0,0.0
Palghar,P99000000853,MUKUNDA HEIGHTS,Sai Mukunda Builder and Developers,401209,"('19.435257000000000','72.818128000000002')",On-Going Project,05/31/2019,05/30/2022,,Residential,1740.0,123.0,2361.28,09/22/2019,,1.0,79.0,21.0,0.0,1.0,0.0,8.0,1.0,26.0,1.0,0.0,0.0,0.0
Palghar,P99000000898,Imperial Classic,Star Builders,401202,"('19.366665000000001','72.815211000000005')",On-Going Project,08/31/2017,04/30/2018,,Residential,2490.0,192.28,2886.09,02/06/2020,,,53.0,53.0,0.0,1.0,0.0,8.0,1.0,23.0,1.0,0.0,0.0,0.0
Palghar,P99000015524,DRUMAN,ANS REALTY,401404,"('19.676531499999999','72.745665500000001')",New Project,05/22/2019,,11/21/2020,Residential,353.77,0.0,421.69,07/01/2022,,,12.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,30.0,0.0,0.0,0.0
Palghar,P99000008275,SIGNATURE C - CREST,ANS REALTY,401404,"('19.701458700000000','72.827915000000004')",On-Going Project,03/31/2018,09/30/2018,,Residential,540.0,0.0,540.0,07/01/2022,,,9.0,4.0,0.0,6.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0
Palghar,P99000004350,SIGNATURE B - BLISS,ANS REALTY,401404,"('19.701458700000000','72.827915000000004')",On-Going Project,03/31/2018,12/31/2018,,Residential,502.0,0.0,501.06,07/01/2022,,,12.0,9.0,0.0,12.0,0.0,4.0,12.0,10.0,12.0,0.0,0.0,0.0
Palghar,P99000004112,Anand Park Mamta Heights,Sachin Shantilal Joshi,401501,"('19.779752899999998','72.792837899999995')",On-Going Project,12/30/2019,12/30/2019,06/30/2024,Residential,2480.0,248.0,1854.5,11/28/2023,,,75.0,45.0,0.0,3.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000004106,UNITED REGENCY,UNITED REALTORS,401501,"('19.791793999999999','72.708238300000005')",On-Going Project,12/31/2017,12/31/2018,12/30/2021,Residential,5855.99,0.0,4392.0,02/05/2019,,2.0,122.0,90.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006092,K M AVENUE,K M ENTERPRISES,401501,"('19.791793999999999','72.708238300000005')",On-Going Project,11/30/2014,10/31/2018,12/31/2022,Residential,4555.06,0.0,3416.29,04/13/2022,,,104.0,93.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005979,PUSHPAM A,ARHAM REALTORS,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,07/31/2018,07/31/2018,,Residential,463.66,0.0,713.15,12/05/2019,,,20.0,17.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006700,"RAJHANS KSHITIJ, ASPEN, WING C",AJMERA DEVELOPERS,401202,"('19.373826999999999','72.816529000000003')",On-Going Project,03/31/2015,12/31/2018,,Residential,585.0,3985.21,2061.5,04/07/2023,,,28.0,13.0,0.0,1.0,0.0,8.0,1.0,4.0,15.0,0.0,0.0,0.0
Palghar,P99000001441,SUNSHINE SAPPHIRE,Shantee Housing,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,03/31/2017,05/30/2019,11/29/2020,Residential,1100.0,0.0,4146.99,04/23/2023,,11.0,137.0,92.0,0.0,2.0,0.0,30.0,2.0,0.0,28.0,0.0,0.0,0.0
Palghar,P99000002849,ROMAN RESIDENCY,Shantee Housing,401207,"('19.346796000000001','72.819051999999999')",On-Going Project,08/30/2019,08/30/2019,02/28/2021,Residential,11840.0,2000.0,2948.98,02/21/2023,,,62.0,43.0,0.0,9.0,0.0,26.0,9.0,3.0,31.0,0.0,0.0,0.0
Palghar,P99000007342,LAKEVIEW APARTMENT,TRIMURTI BUILDERS AND DEVELOPERS,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2019,12/31/2019,,Residential,2680.0,192.95,1874.39,09/18/2019,1.0,2.0,158.0,21.0,0.0,2.0,0.0,21.0,2.0,18.0,2.0,0.0,0.0,0.0
Palghar,P99000002476,SHUBHAM GALAXY,ARHAM NEEJDEEP REALTORS,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,03/31/2019,01/01/2021,,Residential,8550.0,0.0,2864.18,06/12/2023,,,54.0,32.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000009723,Suncity Complex,SWASTIK BUILDER AND DEVELOPERS,401403,"('19.721060000000001','72.907544000000001')",On-Going Project,12/31/2018,03/31/2019,,Residential,2600.0,1160.0,1749.73,09/14/2020,,,26.0,16.0,0.0,2.0,0.0,7.0,2.0,0.0,26.0,0.0,0.0,0.0
Palghar,P99000000997,New Haven Boisar II Phase II,SMART VALUE HOMES (BOISAR) PRIVATE LIMITED,401404,"('19.771114666782307','72.766389796887210')",On-Going Project,05/31/2019,05/31/2019,11/30/2020,Residential,14927.42,0.0,11014.2,09/20/2021,3.0,1.0,120.0,91.0,0.0,3.0,0.0,15.0,0.0,120.0,0.0,0.0,0.0,0.0
Palghar,P99000008251,Moreshwar Apartments,WHITE LOTUS REALTORS PRIVATE LIMITED,401404,"('19.680082412498074','72.746016058252740')",On-Going Project,08/31/2018,08/31/2018,,Residential,695.95,0.0,834.0,02/25/2022,,,21.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000003358,VASTUSRUSHTI NIRVANA,Orion Realtors,401404,"('19.697454799999999','72.714149599999999')",On-Going Project,12/31/2018,12/31/2018,,Residential,344.0,0.0,343.91,10/20/2021,,,12.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000003055,RAJHANS ENCLAVE,RAJHANS BUILDCOM,401501,"('19.791793999999999','72.708238300000005')",On-Going Project,07/31/2019,01/31/2021,,Residential,1821.6,0.0,1366.2,10/04/2018,,,36.0,23.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000001371,LAXMI COMPLEX,SHUBHLAXMI REALTORS,401404,"('19.671934000000000','72.763223000000000')",On-Going Project,03/31/2018,03/30/2018,09/30/2018,Residential,4467.54,0.0,4964.71,01/14/2019,,,143.0,54.0,0.0,2.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000002745,BROOKLYN PARK,CHANDIWALA ENTERPRISES,401303,"('19.469528000000000','72.798801999999995')",On-Going Project,12/31/2018,12/31/2019,12/30/2021,Residential,4600.34,0.0,5720.08,07/31/2017,,,95.0,37.0,0.0,1.0,0.0,13.0,1.0,10.0,5.0,0.0,0.0,0.0
Palghar,P99000008631,SAI SANGAM APARTMENT,SAI SANGAM CONSTRUCTION CO,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,05/31/2018,05/31/2018,10/30/2020,Residential,8040.0,120.37,4166.58,06/18/2019,,,96.0,39.0,0.0,1.0,0.0,11.0,1.0,9.0,8.0,0.0,0.0,0.0
Palghar,P99000004196,PARADISE RESIDENCY,PARIKH INVESTMENT AND DEVELOPMENT PVT. LTD.,401303,"('19.458391000000000','72.799308000000000')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,1595.53,3713.3,3457.0,07/03/2023,,,72.0,72.0,0.0,1.0,0.0,10.0,1.0,10.0,20.0,0.0,0.0,0.0
Palghar,P99000006117,Asher Enclave,Amol Anthony Pereira,401207,"('19.346796000000001','72.819051999999999')",On-Going Project,12/20/2018,12/20/2018,05/16/2023,Residential,1728.1,27138.52,3162.8,02/15/2020,,,94.0,72.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004567,Unnatti Anmol,Unnatti Infra,401404,"('19.701458700000000','72.827915000000004')",On-Going Project,12/31/2018,12/31/2018,,Residential,458.0,0.0,454.71,02/06/2020,,,15.0,4.0,0.0,1.0,0.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0
Palghar,P99000002593,MALHAR,HARIKRISHNA ENTERPRISES,401404,"('19.756488900000001','72.758480000000006')",On-Going Project,07/31/2020,01/31/2021,,Residential,2096.16,0.0,1572.12,04/11/2022,,,36.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005981,VASTUSRUSHTI,VASTUSRUSHTI REALTORS LLP,401404,"('19.693558100000001','72.765518400000005')",On-Going Project,12/31/2018,12/31/2018,,Residential,300.0,0.0,299.91,10/20/2021,,,12.0,7.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000004020,supreme emperor,SUPRIYA JEETEN DUTT,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2016,12/31/2019,04/30/2022,Residential,2510.22,27138.52,3953.3,09/27/2023,,6.0,100.0,77.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000003569,Shiv Kuteer,Mahalaxmi Construction,401201,"('19.369526199999999','72.786551799999998')",On-Going Project,12/31/2017,12/31/2018,12/31/2019,Residential,596.99,0.0,591.0,04/27/2023,,,18.0,8.0,0.0,1.0,0.0,5.0,1.0,8.0,2.0,0.0,0.0,0.0
Palghar,P99000006463,GLOBAL ARENA,DDPL GLOBAL INFRASTRUCTURE PVT. LTD.,401208,"('19.364132000000001','72.861782000000005')",On-Going Project,09/02/2015,03/31/2018,05/31/2018,Residential,3430.93,338.63,17167.08,03/22/2022,,2.0,380.0,380.0,0.0,4.0,0.0,60.0,4.0,32.0,48.0,0.0,0.0,0.0
Palghar,P99000003602,MEERA AVENUE,Meera Realtors,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2018,05/30/2019,06/30/2023,Residential,1800.0,0.0,7147.52,04/28/2022,,,202.0,167.0,0.0,1.0,0.0,15.0,1.0,0.0,33.0,0.0,0.0,0.0
Palghar,P99000001847,INDRAPRASTH COMPLEX,SWASTIK DEVELOPERS,401404,"('19.693558100000001','72.765518400000005')",On-Going Project,01/31/2019,01/31/2019,04/30/2022,Residential,2990.0,0.0,2365.0,09/15/2023,,,68.0,65.0,0.0,3.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000001489,SARGAM AVENUE,Shantee Housing,401208,"('19.371512200000001','72.836777600000005')",On-Going Project,03/31/2016,03/31/2018,,Residential,5090.0,704.8,4860.4,11/03/2021,,1.0,161.0,129.0,0.0,2.0,0.0,9.0,2.0,6.0,10.0,0.0,0.0,0.0
Palghar,P99000007044,VIVA VISHNUPURAM- AMRUT,VIVA HOMES PRIVATE LIMITED,401404,"('19.693558100000004','72.765518400000020')",On-Going Project,03/31/2014,06/30/2021,12/30/2023,Residential,1300.52,1520.18,1920.79,12/20/2023,,,47.0,28.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
Palghar,P99000009015,NAVKAR CITY,NAVKAR DEVELOPERS,401602,"('19.948098900000002','72.839578399999994')",On-Going Project,12/31/2018,12/31/2019,12/30/2021,Residential,6738.15,0.0,6692.14,03/02/2023,,,90.0,25.0,0.0,6.0,0.0,16.0,2.0,0.0,30.0,0.0,0.0,0.0
Palghar,P99000004250,SPRING FIELD,M/S. SHYAM SAGAR DEVELOPERS,401501,"('19.693558100000001','72.765518400000005')",On-Going Project,12/31/2018,12/30/2023,,Residential,6878.0,837.06,6136.0,12/27/2023,,,144.0,91.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006123,Bafna Meadows Phase 1,Suvidha Realtors,401402,"('19.679677999999999','72.750568000000001')",On-Going Project,12/01/2018,12/01/2018,,Residential,7742.22,774.2,8353.21,02/08/2023,,,159.0,143.0,0.0,5.0,0.0,25.0,5.0,0.0,5.0,0.0,0.0,0.0
Palghar,P99000002364,Bafna Meadows Phase 2,Suvidha Realtors,401402,"('19.679790000000001','72.750581999999994')",On-Going Project,12/01/2021,12/01/2022,06/30/2023,Residential,5577.78,557.7,6018.33,01/09/2023,,,107.0,86.0,0.0,3.0,0.0,19.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000001053,Imperial Heritage,Shree Ganesh Ventures,401209,"('19.408711000000000','72.826269999999994')",On-Going Project,12/31/2018,12/31/2018,12/30/2021,Residential,1064.0,0.0,2755.15,01/06/2022,,,63.0,42.0,0.0,1.0,0.0,15.0,1.0,8.0,2.0,0.0,0.0,0.0
Palghar,P99000001991,SHREEJI ASHISH D- WING AND CFC,SHREEJI DEVELOPERS,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,03/31/2022,03/30/2023,,Residential,1320.38,0.0,836.49,08/19/2021,,,17.0,0.0,0.0,2.0,0.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0
